Restaurant ID,Restaurant Name,City,Locality,Cuisines,Aggregate rating,Votes,Price range,Average Cost for two,Has Table booking,Has Online delivery,content_features
6508117,Saut��ed Stories,Pune,Koregaon Park,"Cafe, Italian, Continental",4.2,583,2,850,No,Yes,Cafe  Italian  Continental Pune KoregaonPark Price2 TableBooking_No Delivery_Yes
18417624,The Sassy Spoon,Pune,Koregaon Park,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",4.1,140,3,1500,Yes,No,European  Asian  Mediterranean  Modern Indian  Desserts  Finger Food Pune KoregaonPark Price3 TableBooking_Yes Delivery_No
6505564,German Bakery Wunderbar,Pune,Law College Road,"Italian, German, Continental",4.0,1583,3,1000,No,No,Italian  German  Continental Pune LawCollegeRoad Price3 TableBooking_No Delivery_No
11371,Chili's,Pune,"Phoenix Market City, Viman Nagar","Mexican, American, Tex-Mex",4.5,1439,3,1800,Yes,Yes,"Mexican  American  Tex-Mex Pune PhoenixMarketCity,VimanNagar Price3 TableBooking_Yes Delivery_Yes"
11807,Barbeque Nation,Pune,"R Deccan Mall, JM Road","North Indian, Mughlai",4.5,2847,3,1700,No,No,"North Indian  Mughlai Pune RDeccanMall,JMRoad Price3 TableBooking_No Delivery_No"
18292672,Blue Water,Pune,Ravet,"North Indian, Chinese, Continental",4.2,487,3,1500,Yes,Yes,North Indian  Chinese  Continental Pune Ravet Price3 TableBooking_Yes Delivery_Yes
6507461,Agent Jack's Bar,Pune,Senapati Bapat Road,"Continental, North Indian, Italian",4.2,1531,3,1200,Yes,No,Continental  North Indian  Italian Pune SenapatiBapatRoad Price3 TableBooking_Yes Delivery_No
6507967,Tales & Spirits,Pune,Senapati Bapat Road,"Italian, Continental, Cafe",4.1,997,2,800,Yes,Yes,Italian  Continental  Cafe Pune SenapatiBapatRoad Price2 TableBooking_Yes Delivery_Yes
6506206,18 Degrees Resto Lounge,Pune,"Spot 18 Mall, Pimple Saudagar","North Indian, Mediterranean, Chinese",3.6,1566,4,2100,Yes,Yes,"North Indian  Mediterranean  Chinese Pune Spot18Mall,PimpleSaudagar Price4 TableBooking_Yes Delivery_Yes"
6507495,Apache,Pune,Viman Nagar,Finger Food,4.1,377,3,1000,Yes,No,Finger Food Pune VimanNagar Price3 TableBooking_Yes Delivery_No
18441490,Barbeque Ville,Pune,Wakad,North Indian,4.4,208,3,1000,Yes,No,North Indian Pune Wakad Price3 TableBooking_Yes Delivery_No
2700001,Hot Lips,Ranchi,Gandhi Nagar,"North Indian, Chinese",3.3,65,3,1000,No,No,North Indian  Chinese Ranchi GandhiNagar Price3 TableBooking_No Delivery_No
2700223,The Kav's,Ranchi,Harmu,"North Indian, Continental, Chinese",3.2,51,1,400,No,No,North Indian  Continental  Chinese Ranchi Harmu Price1 TableBooking_No Delivery_No
2700263,Prana,Ranchi,Harmu,"European, North Indian, Continental, Italian",3.7,81,3,1000,No,No,European  North Indian  Continental  Italian Ranchi Harmu Price3 TableBooking_No Delivery_No
2700024,Kathi Kabab,Ranchi,Hindpiri,"Fast Food, North Indian",3.3,89,1,400,No,No,Fast Food  North Indian Ranchi Hindpiri Price1 TableBooking_No Delivery_No
2700010,Yo China Restaurant,Ranchi,Hindpiri,Chinese,3.4,117,2,650,No,No,Chinese Ranchi Hindpiri Price2 TableBooking_No Delivery_No
2700007,Kaveri Restaurant And Caterers,Ranchi,Hindpiri,"North Indian, Chinese, South Indian, Chinese",4.0,370,1,450,No,No,North Indian  Chinese  South Indian  Chinese Ranchi Hindpiri Price1 TableBooking_No Delivery_No
2700019,Yellow Sapphire,Ranchi,"Hotel Capitol Hill, Hindpiri","Continental, North Indian, European",3.7,116,3,1000,No,No,"Continental  North Indian  European Ranchi HotelCapitolHill,Hindpiri Price3 TableBooking_No Delivery_No"
2700002,Moti Mahal Delux Tandoori Trail,Ranchi,Kadru,"North Indian, Chinese",3.6,119,3,1000,No,No,North Indian  Chinese Ranchi Kadru Price3 TableBooking_No Delivery_No
2700008,Jungli Moon Dance Restaurant,Ranchi,Kanka,"North Indian, South Indian, Chinese",3.1,26,2,500,No,No,North Indian  South Indian  Chinese Ranchi Kanka Price2 TableBooking_No Delivery_No
2700044,KFC,Ranchi,Kanka,Fast Food,3.2,125,2,500,No,No,Fast Food Ranchi Kanka Price2 TableBooking_No Delivery_No
2700059,Punjab Sweet House,Ranchi,Kanka,Street Food,3.5,112,1,200,No,No,Street Food Ranchi Kanka Price1 TableBooking_No Delivery_No
2700242,Food Belle,Ranchi,Lalpur,"North Indian, Chinese",3.3,20,2,650,No,No,North Indian  Chinese Ranchi Lalpur Price2 TableBooking_No Delivery_No
2700085,Kaveri Restaurant And Caterers,Ranchi,Lalpur,"North Indian, Chinese, South Indian, Chinese",3.4,102,1,450,No,No,North Indian  Chinese  South Indian  Chinese Ranchi Lalpur Price1 TableBooking_No Delivery_No
2700241,OMG Cafe,Ranchi,Lalpur,"Cafe, Italian, Mexican, Chinese, North Indian",3.3,19,2,500,No,No,Cafe  Italian  Mexican  Chinese  North Indian Ranchi Lalpur Price2 TableBooking_No Delivery_No
18388053,The Best,Ranchi,Lalpur,"North Indian, South Indian, Chinese",3.4,13,1,400,No,No,North Indian  South Indian  Chinese Ranchi Lalpur Price1 TableBooking_No Delivery_No
2700011,7th Heaven,Ranchi,Lalpur,"South Indian, North Indian, Chinese",3.7,92,1,400,No,No,South Indian  North Indian  Chinese Ranchi Lalpur Price1 TableBooking_No Delivery_No
2700082,The Urban Brava,Ranchi,Lalpur,"Cafe, Fast Food, North Indian",3.6,95,3,1000,No,No,Cafe  Fast Food  North Indian Ranchi Lalpur Price3 TableBooking_No Delivery_No
2700032,Waterfront - Radisson Blu,Ranchi,"Radisson Blu, Hindpiri","North Indian, Continental",3.4,62,4,2000,No,No,"North Indian  Continental Ranchi RadissonBlu,Hindpiri Price4 TableBooking_No Delivery_No"
2700049,Pizza Hut,Ranchi,"Spring City Mall, Doranda",Pizza,3.5,66,2,700,No,No,"Pizza Ranchi SpringCityMall,Doranda Price2 TableBooking_No Delivery_No"
2700036,Aroma - The Royal Retreat,Ranchi,"The Royal Retreat, Bariatu","North Indian, South Indian, Chinese",3.5,67,3,1500,No,No,"North Indian  South Indian  Chinese Ranchi TheRoyalRetreat,Bariatu Price3 TableBooking_No Delivery_No"
96814,Saffron Mantra,Secunderabad,Karkhana,"North Indian, Chinese",4.4,494,2,850,Yes,Yes,North Indian  Chinese Secunderabad Karkhana Price2 TableBooking_Yes Delivery_Yes
90499,Coffee Cup,Secunderabad,Sainikpuri,"Cafe, Continental",4.6,1408,2,800,Yes,No,Cafe  Continental Secunderabad Sainikpuri Price2 TableBooking_Yes Delivery_No
3800319,Level 5 - Terrace Restro & Cafe,Surat,Adajan Gam,"Chinese, North Indian, Italian, Mexican",3.8,201,3,900,No,No,Chinese  North Indian  Italian  Mexican Surat AdajanGam Price3 TableBooking_No Delivery_No
3800021,Wok On Fire,Surat,Adajan Gam,"Chinese, Thai, Asian",3.9,226,3,800,No,No,Chinese  Thai  Asian Surat AdajanGam Price3 TableBooking_No Delivery_No
18396610,Thalaivaa,Surat,Adajan Gam,South Indian,4.1,70,2,500,No,No,South Indian Surat AdajanGam Price2 TableBooking_No Delivery_No
3800053,World Platter,Surat,Athwa,"North Indian, Chinese, Thai, Mexican, Italian",3.9,191,3,800,No,No,North Indian  Chinese  Thai  Mexican  Italian Surat Athwa Price3 TableBooking_No Delivery_No
3800052,Golden Dragon,Surat,Athwa,Chinese,4.2,197,3,800,No,No,Chinese Surat Athwa Price3 TableBooking_No Delivery_No
3800078,Mysore Cafe,Surat,Athwa,South Indian,4.0,279,1,250,No,No,South Indian Surat Athwa Price1 TableBooking_No Delivery_No
3800022,Coffee Culture - The Ristorante Lounge,Surat,City Light,"Cafe, Continental",4.0,223,2,650,No,No,Cafe  Continental Surat CityLight Price2 TableBooking_No Delivery_No
3800238,Falafel Lovers,Surat,City Light,"Lebanese, Italian",4.3,479,2,650,No,No,Lebanese  Italian Surat CityLight Price2 TableBooking_No Delivery_No
3800003,The Centre Court,Surat,City Light,"Italian, North Indian, Desserts, Continental",4.1,164,3,900,No,No,Italian  North Indian  Desserts  Continental Surat CityLight Price3 TableBooking_No Delivery_No
3800020,Wok On Fire,Surat,"Golden Square, City Light","Chinese, Thai, Asian",3.7,209,3,800,No,No,"Chinese  Thai  Asian Surat GoldenSquare,CityLight Price3 TableBooking_No Delivery_No"
3800000,Leonardo Italian Mediterranean Dining,Surat,"International Business Center, Piplod","Italian, Mexican, Mediterranean",4.2,319,3,1400,No,No,"Italian  Mexican  Mediterranean Surat InternationalBusinessCenter,Piplod Price3 TableBooking_No Delivery_No"
3800002,Kansar Gujarati Thali,Surat,Nanpura,Gujarati,3.9,153,2,550,No,No,Gujarati Surat Nanpura Price2 TableBooking_No Delivery_No
18362165,The Haus,Surat,Piplod,"Cafe, Desserts",3.9,28,2,500,No,No,Cafe  Desserts Surat Piplod Price2 TableBooking_No Delivery_No
3800252,Black Pepper,Surat,Piplod,"North Indian, Italian",4.1,221,3,1000,No,No,North Indian  Italian Surat Piplod Price3 TableBooking_No Delivery_No
3800018,Pizza Hut,Surat,Piplod,Pizza,4.1,216,3,800,No,No,Pizza Surat Piplod Price3 TableBooking_No Delivery_No
3800016,The Sizzling Salsa,Surat,Piplod,"Italian, Continental, Chinese, Mexican",4.1,204,4,1500,No,No,Italian  Continental  Chinese  Mexican Surat Piplod Price4 TableBooking_No Delivery_No
18439181,Global Local,Surat,Vesu,Modern Indian,3.4,47,4,1500,No,No,Modern Indian Surat Vesu Price4 TableBooking_No Delivery_No
3800477,The Creamery,Surat,Vesu,"Ice Cream, Desserts",3.6,87,1,250,No,No,Ice Cream  Desserts Surat Vesu Price1 TableBooking_No Delivery_No
18367402,The Food Lab,Surat,Vesu,"Italian, Lebanese, Mexican",3.6,66,3,900,No,No,Italian  Lebanese  Mexican Surat Vesu Price3 TableBooking_No Delivery_No
3800437,The Hog Spot,Surat,Vesu,"North Indian, Italian, Mexican, Asian",3.8,87,3,800,No,No,North Indian  Italian  Mexican  Asian Surat Vesu Price3 TableBooking_No Delivery_No
3200090,22nd Parallel,Vadodara,Alkapuri,South Indian,4.5,344,2,400,No,No,South Indian Vadodara Alkapuri Price2 TableBooking_No Delivery_No
3200440,Kabir Kitchen,Vadodara,Alkapuri,"North Indian, Chinese",3.8,130,2,600,No,No,North Indian  Chinese Vadodara Alkapuri Price2 TableBooking_No Delivery_No
18295781,Kaphi Pibama,Vadodara,Alkapuri,"Cafe, Mexican, Italian, Fast Food",3.8,71,2,500,No,No,Cafe  Mexican  Italian  Fast Food Vadodara Alkapuri Price2 TableBooking_No Delivery_No
3200265,VarieTea,Vadodara,Alkapuri,"Cafe, Fast Food",3.9,145,2,400,No,No,Cafe  Fast Food Vadodara Alkapuri Price2 TableBooking_No Delivery_No
3200012,Barbeque Nation,Vadodara,Alkapuri,"Mughlai, North Indian",4.3,332,4,1500,No,No,Mughlai  North Indian Vadodara Alkapuri Price4 TableBooking_No Delivery_No
3200005,Little Italy,Vadodara,Alkapuri,Italian,4.1,202,3,1000,No,No,Italian Vadodara Alkapuri Price3 TableBooking_No Delivery_No
18275708,Meraki,Vadodara,Alkapuri,"North Indian, Continental, Italian, Asian",4.0,93,3,1200,No,No,North Indian  Continental  Italian  Asian Vadodara Alkapuri Price3 TableBooking_No Delivery_No
3200021,That Place,Vadodara,Alkapuri,"Italian, Mexican, Continental",4.4,276,4,1500,No,No,Italian  Mexican  Continental Vadodara Alkapuri Price4 TableBooking_No Delivery_No
3200584,Wok On Fire,Vadodara,Diwalipura,"Thai, Chinese, Asian",3.8,107,3,800,No,No,Thai  Chinese  Asian Vadodara Diwalipura Price3 TableBooking_No Delivery_No
3200015,Mandap - Hotel Express Towers,Vadodara,"Hotel Express Towers, Alkapuri",Gujarati,4.0,191,2,600,No,No,"Gujarati Vadodara HotelExpressTowers,Alkapuri Price2 TableBooking_No Delivery_No"
3200032,Offside Lounge,Vadodara,"M Cube Mall, Vadiwadi","Continental, Chinese, Mexican, North Indian",3.8,149,3,800,No,No,"Continental  Chinese  Mexican  North Indian Vadodara MCubeMall,Vadiwadi Price3 TableBooking_No Delivery_No"
3200002,Gazebo Garden Restaurant,Vadodara,Panchvati,North Indian,3.5,82,3,1000,No,No,North Indian Vadodara Panchvati Price3 TableBooking_No Delivery_No
3200311,La Quello - Mediterranean Kitchen,Vadodara,Vadiwadi,"Mediterranean, Italian",4.6,321,3,1300,No,No,Mediterranean  Italian Vadodara Vadiwadi Price3 TableBooking_No Delivery_No
3200497,El Amigos Kitchen,Vadodara,Vadiwadi,"North Indian, Thai, Italian, Chinese, Mexican",3.5,96,3,800,No,No,North Indian  Thai  Italian  Chinese  Mexican Vadodara Vadiwadi Price3 TableBooking_No Delivery_No
3200560,Mr Toasties,Vadodara,Vadiwadi,Fast Food,3.9,50,1,300,No,No,Fast Food Vadodara Vadiwadi Price1 TableBooking_No Delivery_No
3200269,The Yellow Chilli,Vadodara,Vadiwadi,"North Indian, Mughlai",3.9,243,3,800,No,No,North Indian  Mughlai Vadodara Vadiwadi Price3 TableBooking_No Delivery_No
3200590,Coffee Culture,Vadodara,Vadiwadi,Cafe,4.3,92,2,600,No,No,Cafe Vadodara Vadiwadi Price2 TableBooking_No Delivery_No
3200537,Freshco - The Health Caf��,Vadodara,Vadiwadi,Cafe,4.2,132,2,700,No,No,Cafe Vadodara Vadiwadi Price2 TableBooking_No Delivery_No
3200024,Pizza Hut,Vadodara,Vadiwadi,"Pizza, Italian",4.1,269,2,600,No,No,Pizza  Italian Vadodara Vadiwadi Price2 TableBooking_No Delivery_No
3200034,Tomato's,Vadodara,Vadiwadi,"North Indian, Mughlai, Mexican, Thai",4.1,395,3,1000,No,No,North Indian  Mughlai  Mexican  Thai Vadodara Vadiwadi Price3 TableBooking_No Delivery_No
3900021,Open Hand Shop & Cafe,Varanasi,Assi Ghat,Cafe,3.4,59,2,450,No,No,Cafe Varanasi AssiGhat Price2 TableBooking_No Delivery_No
3900059,Pizzeria Vaatika Cafe,Varanasi,Assi Ghat,"Pizza, Chinese",3.7,149,3,700,No,No,Pizza  Chinese Varanasi AssiGhat Price3 TableBooking_No Delivery_No
3900158,Aman Restaurant,Varanasi,Bhelupur,"Chinese, North Indian",3.2,60,3,650,No,No,Chinese  North Indian Varanasi Bhelupur Price3 TableBooking_No Delivery_No
3900007,Blue Lassi,Varanasi,Bhelupur,Beverages,3.7,96,2,300,No,No,Beverages Varanasi Bhelupur Price2 TableBooking_No Delivery_No
3900232,Kerala Cafe,Varanasi,Bhelupur,South Indian,3.6,125,2,300,No,No,South Indian Varanasi Bhelupur Price2 TableBooking_No Delivery_No
3900250,Baati Chokha,Varanasi,Dashaswmedh Road,North Indian,3.7,68,2,450,No,No,North Indian Varanasi DashaswmedhRoad Price2 TableBooking_No Delivery_No
3900245,Deena Chat Bhandar,Varanasi,Dashaswmedh Road,Street Food,3.8,78,1,0,No,No,Street Food Varanasi DashaswmedhRoad Price1 TableBooking_No Delivery_No
3900004,Dosa Cafe,Varanasi,Dashaswmedh Road,South Indian,3.5,48,2,450,No,No,South Indian Varanasi DashaswmedhRoad Price2 TableBooking_No Delivery_No
3900032,Kashi Chat Bhandar,Varanasi,Godaulia,Street Food,4.1,158,1,150,No,No,Street Food Varanasi Godaulia Price1 TableBooking_No Delivery_No
3900058,Chrystal Bowl Restaurant,Varanasi,Lanka,North Indian,3.3,96,3,800,No,No,North Indian Varanasi Lanka Price3 TableBooking_No Delivery_No
3900070,Flavours Cafe,Varanasi,Lanka,"North Indian, Cafe",3.4,85,2,400,No,No,North Indian  Cafe Varanasi Lanka Price2 TableBooking_No Delivery_No
3900057,Ming Garden,Varanasi,Lanka,Chinese,3.5,172,3,600,No,No,Chinese Varanasi Lanka Price3 TableBooking_No Delivery_No
3900067,Burger King,Varanasi,Nadesar,"North Indian, Fast Food",3.4,96,2,350,No,No,North Indian  Fast Food Varanasi Nadesar Price2 TableBooking_No Delivery_No
3900050,Tandoor Villa,Varanasi,Nadesar,"North Indian, Mughlai",3.6,63,3,600,No,No,North Indian  Mughlai Varanasi Nadesar Price3 TableBooking_No Delivery_No
3900009,eastWEST - Radisson Hotel,Varanasi,"Radisson Hotel, Nadesar","Cafe, North Indian, Continental",3.3,34,3,600,No,No,"Cafe  North Indian  Continental Varanasi RadissonHotel,Nadesar Price3 TableBooking_No Delivery_No"
3900010,The Great Kabab Factory - Radisson Hotel,Varanasi,"Radisson Hotel, Nadesar","North Indian, Mughlai",3.3,67,4,1100,No,No,"North Indian  Mughlai Varanasi RadissonHotel,Nadesar Price4 TableBooking_No Delivery_No"
3900055,I:ba Cafe & Restaurant,Varanasi,Shivala,"Japanese, American, North Indian, Fast Food",3.5,83,4,1000,No,No,Japanese  American  North Indian  Fast Food Varanasi Shivala Price4 TableBooking_No Delivery_No
18346996,3Cherryz Sky Lounge & Cafe,Varanasi,Sigra,"Cafe, North Indian, Chinese",3.2,26,3,500,No,No,Cafe  North Indian  Chinese Varanasi Sigra Price3 TableBooking_No Delivery_No
18246202,VNS Live Studio,Varanasi,Sigra,"Chinese, North Indian",3.5,109,1,0,No,No,Chinese  North Indian Varanasi Sigra Price1 TableBooking_No Delivery_No
3900238,Singh's Delight Restaurant,Varanasi,Sunderpur,"Chinese, North Indian",3.5,57,3,700,No,No,Chinese  North Indian Varanasi Sunderpur Price3 TableBooking_No Delivery_No
2800013,Pizza Hut,Vizag,"CMR Central Mall, Maddilapalem","Pizza, Fast Food",4.6,289,2,600,No,No,"Pizza  Fast Food Vizag CMRCentralMall,Maddilapalem Price2 TableBooking_No Delivery_No"
2800012,Pizza Hut,Vizag,Dwaraka Nagar,"Pizza, Fast Food",4.3,230,2,600,No,No,Pizza  Fast Food Vizag DwarakaNagar Price2 TableBooking_No Delivery_No
2800294,Sri Sairam Parlour,Vizag,Dwaraka Nagar,"South Indian, North Indian",4.2,270,1,300,No,No,South Indian  North Indian Vizag DwarakaNagar Price1 TableBooking_No Delivery_No
2800903,Mekong - Hotel GreenPark,Vizag,"Hotel GreenPark, Vizag","Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",4.4,73,3,1300,No,No,"Chinese  Thai  Burmese  Vietnamese  Tibetan  Japanese Vizag HotelGreenPark,Vizag Price3 TableBooking_No Delivery_No"
2800052,The Square - Hotel Novotel,Vizag,"Hotel Novotel, Maharani Peta","Continental, North Indian",4.1,125,4,1700,No,No,"Continental  North Indian Vizag HotelNovotel,MaharaniPeta Price4 TableBooking_No Delivery_No"
2800095,Alpha Hotel,Vizag,Jagadamba Junction,"North Indian, Biryani",3.7,240,1,300,No,No,North Indian  Biryani Vizag JagadambaJunction Price1 TableBooking_No Delivery_No
2800856,Barbeque Nation,Vizag,Kirlampudi Layout,"North Indian, Chinese, Mediterranean",4.9,345,4,1600,No,No,North Indian  Chinese  Mediterranean Vizag KirlampudiLayout Price4 TableBooking_No Delivery_No
2800911,Double Roti,Vizag,Kirlampudi Layout,"Cafe, Fast Food, American",3.8,27,3,1000,No,No,Cafe  Fast Food  American Vizag KirlampudiLayout Price3 TableBooking_No Delivery_No
2800757,Bake My Wish,Vizag,Lawsons Bay,Fast Food,3.8,175,2,450,No,No,Fast Food Vizag LawsonsBay Price2 TableBooking_No Delivery_No
2800096,Kamat Restaurant,Vizag,Lawsons Bay,"Andhra, North Indian, Chinese, Seafood, Biryani",3.6,154,2,600,No,No,Andhra  North Indian  Chinese  Seafood  Biryani Vizag LawsonsBay Price2 TableBooking_No Delivery_No
2800083,My Restaurant,Vizag,Maddilapalem,"Andhra, North Indian, Chinese",3.5,124,2,600,No,No,Andhra  North Indian  Chinese Vizag Maddilapalem Price2 TableBooking_No Delivery_No
18306045,Percolator Coffee House,Vizag,Maharani Peta,"Mughlai, Chinese, Cafe, BBQ, Cajun",3.6,84,2,500,No,No,Mughlai  Chinese  Cafe  BBQ  Cajun Vizag MaharaniPeta Price2 TableBooking_No Delivery_No
2800897,Tea Trails,Vizag,Maharani Peta,Fast Food,3.7,57,2,500,No,No,Fast Food Vizag MaharaniPeta Price2 TableBooking_No Delivery_No
18285610,Six Degrees,Vizag,MVP Colony,"South Indian, Chinese, Continental, Italian, North Indian",4.1,75,2,600,No,No,South Indian  Chinese  Continental  Italian  North Indian Vizag MVPColony Price2 TableBooking_No Delivery_No
2800128,Sea Inn - Raju Gaari Dhaba,Vizag,Rushikonda,"Biryani, Andhra",4.0,169,2,450,No,No,Biryani  Andhra Vizag Rushikonda Price2 TableBooking_No Delivery_No
2800100,D Cabana,Vizag,Sagar Nagar,"Continental, Seafood, Chinese, North Indian, Biryani",3.6,193,2,600,No,No,Continental  Seafood  Chinese  North Indian  Biryani Vizag SagarNagar Price2 TableBooking_No Delivery_No
2800418,Kaloreez,Vizag,Siripuram,"Cafe, North Indian, Chinese",3.7,85,2,400,No,No,Cafe  North Indian  Chinese Vizag Siripuram Price2 TableBooking_No Delivery_No
2800881,Plot 17,Vizag,Siripuram,"Burger, Pizza, Biryani",4.3,172,2,600,No,No,Burger  Pizza  Biryani Vizag Siripuram Price2 TableBooking_No Delivery_No
2800042,Vista - The Park,Vizag,"The Park, Lawsons Bay","American, North Indian, Thai, Continental",3.8,74,4,1500,No,No,"American  North Indian  Thai  Continental Vizag ThePark,LawsonsBay Price4 TableBooking_No Delivery_No"
2800019,Flying Spaghetti Monster,Vizag,Waltair Uplands,Italian,4.4,316,3,1400,No,No,Italian Vizag WaltairUplands Price3 TableBooking_No Delivery_No
18400530,Noah's Barn Coffeenery,Bandung,Dago,"Cafe, Coffee and Tea, Western",4.2,22,3,150000,No,No,Cafe  Coffee and Tea  Western Bandung Dago Price3 TableBooking_No Delivery_No
7423620,Momo Milk,Bogor,Bogor Timur,"Cafe, Desserts, Beverages",3.7,783,2,70000,No,No,Cafe  Desserts  Beverages Bogor BogorTimur Price2 TableBooking_No Delivery_No
7423482,Lemongrass,Bogor,Bogor Utara,"Peranakan, Indonesian",4.0,1159,3,250000,No,No,Peranakan  Indonesian Bogor BogorUtara Price3 TableBooking_No Delivery_No
7422633,Talaga Sampireun,Jakarta,Cengkareng,"Sunda, Indonesian",4.9,1662,3,200000,No,No,Sunda  Indonesian Jakarta Cengkareng Price3 TableBooking_No Delivery_No
7405789,Toodz House,Jakarta,Fatmawati,"Cafe, Italian, Coffee and Tea, Western, Indonesian",4.6,1476,3,165000,No,No,Cafe  Italian  Coffee and Tea  Western  Indonesian Jakarta Fatmawati Price3 TableBooking_No Delivery_No
18425821,OJJU,Jakarta,"Gandaria City Mall, Gandaria",Korean,3.9,137,3,200000,No,No,"Korean Jakarta GandariaCityMall,Gandaria Price3 TableBooking_No Delivery_No"
7422751,Union Deli,Jakarta,"Grand Indonesia Mall, Thamrin","Desserts, Bakery, Western",4.6,903,3,200000,No,No,"Desserts  Bakery  Western Jakarta GrandIndonesiaMall,Thamrin Price3 TableBooking_No Delivery_No"
7402935,Skye,Jakarta,"Grand Indonesia Mall, Thamrin","Italian, Continental",4.1,1498,3,800000,No,No,"Italian  Continental Jakarta GrandIndonesiaMall,Thamrin Price3 TableBooking_No Delivery_No"
7410290,Satoo - Hotel Shangri-La,Jakarta,"Hotel Shangri-La, Sudirman","Asian, Indonesian, Western",4.6,873,3,800000,No,No,"Asian  Indonesian  Western Jakarta HotelShangri-La,Sudirman Price3 TableBooking_No Delivery_No"
18391256,MONKS,Jakarta,Kelapa Gading,"Western, Asian, Cafe",4.2,259,3,250000,No,No,Western  Asian  Cafe Jakarta KelapaGading Price3 TableBooking_No Delivery_No
7400818,Zenbu,Jakarta,"Kota Kasablanka, Tebet","Japanese, Sushi, Ramen",4.4,841,3,200000,No,No,"Japanese  Sushi  Ramen Jakarta KotaKasablanka,Tebet Price3 TableBooking_No Delivery_No"
7420899,Sushi Masa,Jakarta,Penjaringan,"Sushi, Japanese",4.9,605,3,500000,No,No,Sushi  Japanese Jakarta Penjaringan Price3 TableBooking_No Delivery_No
18352452,Lucky Cat Coffee & Kitchen,Jakarta,"Plaza Festival, Kuningan","Cafe, Western",4.3,458,3,300000,No,No,"Cafe  Western Jakarta PlazaFestival,Kuningan Price3 TableBooking_No Delivery_No"
7421967,3 Wise Monkeys,Jakarta,Senopati,Japanese,4.2,395,3,450000,No,No,Japanese Jakarta Senopati Price3 TableBooking_No Delivery_No
18370659,Flip Burger,Jakarta,Senopati,Burger,4.4,410,3,120000,No,No,Burger Jakarta Senopati Price3 TableBooking_No Delivery_No
7417455,Talaga Sampireun,Jakarta,"Taman Impian Jaya Ancol, Ancol","Sunda, Indonesian",4.9,1640,3,200000,No,No,"Sunda  Indonesian Jakarta TamanImpianJayaAncol,Ancol Price3 TableBooking_No Delivery_No"
18409146,Fish Streat,Jakarta,Tanjung Duren,"Seafood, Western",3.4,152,3,100000,No,No,Seafood  Western Jakarta TanjungDuren Price3 TableBooking_No Delivery_No
18408381,Fish Streat,Jakarta,Tebet,"Seafood, Western",4.0,331,3,100000,No,No,Seafood  Western Jakarta Tebet Price3 TableBooking_No Delivery_No
7422489,Avec Moi Restaurant and Bar,Jakarta,Thamrin,"French, Western",4.3,243,3,350000,No,No,French  Western Jakarta Thamrin Price3 TableBooking_No Delivery_No
18386856,Onokabe,Tangerang,"Alam Sutera Town Center, Serpong Utara",Indonesian,3.7,155,3,300000,No,No,"Indonesian Tangerang AlamSuteraTownCenter,SerpongUtara Price3 TableBooking_No Delivery_No"
7417450,Talaga Sampireun,Tangerang,Pondok Aren,"Sunda, Indonesian",4.9,2212,3,200000,No,No,Sunda  Indonesian Tangerang PondokAren Price3 TableBooking_No Delivery_No
18251260,Kiss Kiss,Auckland,Balmoral,Thai,4.3,133,2,40,No,No,Thai Auckland Balmoral Price2 TableBooking_No Delivery_No
7000162,Giapo,Auckland,Britomart,"Ice Cream, Desserts",4.7,617,1,20,No,No,Ice Cream  Desserts Auckland Britomart Price1 TableBooking_No Delivery_No
7001086,Milse,Auckland,Britomart,Desserts,4.9,754,3,50,No,No,Desserts Auckland Britomart Price3 TableBooking_No Delivery_No
7003855,Orleans,Auckland,Britomart,American,4.1,431,3,65,No,No,American Auckland Britomart Price3 TableBooking_No Delivery_No
7000095,Depot Eatery and Oyster Bar,Auckland,Federal Street,"Seafood, Kiwi",4.8,598,4,90,No,No,Seafood  Kiwi Auckland FederalStreet Price4 TableBooking_No Delivery_No
7003663,Federal Delicatessen,Auckland,Federal Street,"Cafe, American",4.6,696,3,60,No,No,Cafe  American Auckland FederalStreet Price3 TableBooking_No Delivery_No
18217279,Miann,Auckland,Fort Street,Desserts,4.9,281,1,25,No,No,Desserts Auckland FortStreet Price1 TableBooking_No Delivery_No
7005582,Little Sister Cafe,Auckland,Henderson,Cafe,4.5,213,3,45,No,No,Cafe Auckland Henderson Price3 TableBooking_No Delivery_No
18419011,The Kimchi Project,Auckland,Lorne Street,"Asian Fusion, Cafe",4.2,61,4,90,No,No,Asian Fusion  Cafe Auckland LorneStreet Price4 TableBooking_No Delivery_No
7001208,De Fontein Belgian Beer Cafe,Auckland,Mission Bay,European,2.3,402,4,100,No,No,European Auckland MissionBay Price4 TableBooking_No Delivery_No
7005979,Chinoiserie,Auckland,Mt Albert,"Taiwanese, Street Food",4.4,223,3,50,No,No,Taiwanese  Street Food Auckland MtAlbert Price3 TableBooking_No Delivery_No
7000992,Eden Noodles Cafe �__·�_��_��_��,Auckland,Mt Eden,Chinese,4.3,212,2,35,No,No,Chinese Auckland MtEden Price2 TableBooking_No Delivery_No
7001660,Frasers,Auckland,Mt Eden,"Cafe, European",4.0,381,3,60,No,No,Cafe  European Auckland MtEden Price3 TableBooking_No Delivery_No
